juris,sector,ambito,departamento,cod_depar,localidad,cod_loca,cueanexo,nombre,domicilio,cod_postal,telefono,mail,mod_comun,mod_especial,mod_adultos,ec_mat,ec_jar,ec_pri,ec_sec,ec_sec_inet,ec_snu,ec_snu_inet,ec_snu_cursos,esp_tem,esp_ini,esp_pri,esp_sec,esp_int,ad_pri,ad_sec,ad_fp,ad_fp_inet,ad_alf,hos_ini,hos_pri,hos_sec,tall_art,ser_com_
Formosa,Estatal,Rural,RAMON LISTA,34063,POZO CABALLO,34063110,340023301,EPEP Nº 467 ANEXO 1,   POZO LOS CABALLO - 12 KM AL OESTE DE LA RUTA A PALMAR LARGO,P3636,00 00,epep-467@hotmail.com,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,RAMON LISTA,34063,EL DIVISADERO,34063022,340023400,EPEP Nº 470 SAN FRANCISCO DE ASIS,   PJE. EL DIVISADERO,P3636,00 00,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,RAMON LISTA,34063,COMUNIDAD ABORIGEN WICHI,34063113,340023401,EPEP Nº 470 ANEXO 1,   COMUNIDAD ABORIGEN WICHI KM 30,P3636,   ,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,RAMON LISTA,34063,EL CHIVIL,34063020,340023500,EPEP Nº 441,   EL SOL CHIVIL,P3636,   ,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,RAMON LISTA,34063,COMUNIDAD 7 DE JUNIO,34063104,340023501,EPEP Nº 441 ANEXO 1,   COMUNIDAD 7 DE JUNIO,P3636, 00  00,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,FORMOSA,34014,FORMOSA,34014051,340023600,EPEP Nº 380 DOCENTE ARGENTINOS,JUAN MANUEL DE ROSAS 1645 2 DE ABRIL ,P3600,3704 432775,escuela380@hotmail.com,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,FORMOSA,34014,FORMOSA,34014051,340023700,EPEP Nº 399 PREFECTURA NAVAL ARGENTINA,SGTO.ACOSTA (EX.ALBERTI)  COLLUCCIO ESQUINA JIN N°4,P3600,3704 4555701,epep.pna@gmail.com,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,FORMOSA,34014,FORMOSA,34014051,340023800,EPEP Nº 58 PRESIDENTE BERNARDINO RIVADAVIA,AYACUCHO 780 SAN MARTÍN 122 ESTE_ES TRANSITORIO_POR REFACCIÓN,P3600,3704 370-4426438,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,FORMOSA,34014,FORMOSA,34014051,340023900,EPEP Nº 88 MARIA DE LOS REMEDIOS ESCALADA DE SAN MARTIN,HIPOLITO MARCIAL ROJAS 746 FLEMING ,P3600,3704 078565,VIVIVEIL@HOTMAIL.COM,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,FORMOSA,34014,FORMOSA,34014051,340024000,EPEP Nº 18 FRAY MAMERTO ESQUIU,AV.GONZALEZ LELONG 280 SAN MARTÍN ,P3600,3704 370-4437929,escuela18@outlook.com,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,FORMOSA,34014,MOJON DE FIERRO,34014095,340024100,EPEP DE FRONTERA Nº 2 PROVINCIA DE FORMOSA,   RIACHO PILAGAS - RUTA N°2,P3601,1 0370 -4424591,velazcocesar9@gmail.com,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,FORMOSA,34014,MOJON DE FIERRO,34014095,340024200,EPES Nº 55,   MOJON DE FIERRO,P3601, ,epnm55mojondefierro@yahoo.com.ar,1,,,,,,1,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,FORMOSA,34014,FORMOSA,34014051,340024300,EPEP Nº 82 LUIS GASPAR RUIZ,M. MURATALLA Y JUJUY  VILLA HERMOSA FORTIN YUNKA N° 1630,P3600,3704 370-4425417,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Privado,Urbano,FORMOSA,34014,FORMOSA,34014051,340024400,JARDIN DE INFANTES LA VIRGEN NIÑA,JUNIN 363 SAN MARTÍN ,P3600,03704 420242,jardinlavirgenina08@gmail.com,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,FORMOSA,34014,BOCA DE PILAGAS,34014010,340024600,EPEP DE FRONTERA Nº 15 CABO P.N.A. JULIO OMAR BENITEZ,   BOCA RIACHO PILAGA - CERCA RÍO PARAGUAY,P3601, 00  00,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Privado,Urbano,FORMOSA,34014,FORMOSA,34014051,340025000,JARDIN DE INFANTES LA HORMIGUITA VIAJERA,EVA PERON 951 SAN MARTÍN ,P3600,370 4431977,lahormiguita_viajera@hotmail.es,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,EL MATADERO,34035158,340025200,EPEP Nº 324,  LOTE 20 LOTE 20-EL MATADERO,P3620,   ,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,COLONIA ALTO ALEGRE,34035059,340025300,EPEP Nº 100 FOLRENCIO PENZA,   ALTO ALEGRE,P3620,   ,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,PATIÑO,34035,COMANDANTE FONTANA,34035101,340025400,EPEP Nº 25 TTE GRAL JULIO A. ROCA,MARCELO TOMAS ROJAS 866 8 DE FEBRERO Bº 8 DE FEBRERO- MARCELO T ROJAS 866,P3620,  03716-480166,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,PATIÑO,34035,COMANDANTE FONTANA,34035101,340025500,NEP Y FP Nº 14 DON HERMINDO BONAS,MARCELO TOMAS ROSAS 866 8 DE FEBRERO EPEP Nº25,P3620,3704 903492,nepyfp14@hotmail.com,,,1,,,,,,,,,,,,,,,1,,1,,,,,,
Formosa,Estatal,Urbano,PATIÑO,34035,COMANDANTE FONTANA,34035101,340025501,NEP Y FP Nº 14 - CENTRO COMUNITARIO SANTA MARIA,  SANTA MARÍA CENTRO COMUNITARIO SANTA MARIA,P3620,3704 903492,nepyfp14@hotmail.com,,,1,,,,,,,,,,,,,,,1,,,,,,,,
Formosa,Estatal,Urbano,PATIÑO,34035,COMANDANTE FONTANA,34035101,340025502,NEP Y FP Nº 14 - CENTRO COMUNITARIO Bº FRIDMAN,  FRIDMAN CENTRO COMUNITARIO Bº FRIDMAN,P3620,3704 903492,nepyfp14@hotmail.com,,,1,,,,,,,,,,,,,,,1,,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,SUBTENIENTE PERIN,34035578,340025504,NEP Y FP Nº 14 - EPEP Nº 53,   EPEP Nº 53,P3624,3704 903492,nepyfpnº14@hotmail.com,,,1,,,,,,,,,,,,,,,1,,,,,,,,
Formosa,Estatal,Urbano,PATIÑO,34035,COMANDANTE FONTANA,34035101,340025505,NEP Y FP Nº 14 - CENTRO COMUNITARIO STA CATALINA,   CENTRO COMUNITARIO SANTA CATALINA,P3620,3704 903492,nepyfp14@hotmail.com,,,1,,,,,,,,,,,,,,,1,,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,RIACHO DE ORO,34035521,340025507,NEP Y FP Nº 14 - EPEP Nº 295,   EPEP Nº295,P3624,3704 903492,nepyfp14@hotmail.com,,,1,,,,,,,,,,,,,,,1,,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,PUNTA DE AGUA,34035511,340025600,EPEP Nº 089,   MATIENZO Nº12,P3630,00 00,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,LAS LOMITAS,34035369,340025700,EPEP Nº 111,AV. NESTOR KIRGHNER   LOTE 27,P3630,   ,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,COLONIA JAVIER MUÑIZ,34035074,340025800,EPEP Nº 168,RUTA NACINAL 81   COL. FRANCISCO.J.MUÑIZ,P3630,3715 616003,raqiel-luna@hotmail.com,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,LAS LOMITAS,34035369,340025902,NEP Y FP Nº 8 - Bº TALAR,CORRIENTES  TALAR ,P3630,03704 680412,tildacampos75@gmail.com,,,1,,,,,,,,,,,,,,,1,,,,,,,,
Formosa,Estatal,Urbano,PATIÑO,34035,LAS LOMITAS,34035369,340025903,NEP Y FP Nº 8 - ALCAIDÍA MIXTA,PARAGUAY S/N SAN LUIS ALCALDIA MIXTA,P3630,370 4680412,tildacampos75@gmail.com,,,1,,,,,,,,,,,,,,,1,,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,LOTE 42,34035636,340025905,NEP Y FP Nº 8 - EPEP Nº 463,   LOTE 42,P3630,370 4680412,tildacampos75@gmail.com,,,1,,,,,,,,,,,,,,,1,,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,LAS LOMITAS,34035369,340025906,NEP Y FP Nº 8 - Bº LA PANTALLA,GUEMES S/N LA PANTALLA ,P3630,070 4680412,tildacampos75@gmail.com,,,1,,,,,,,,,,,,,,,1,,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,LOTE 27,34035405,340025907,NEP Y FP Nº 8 - Bº LOTE 27, S/N  Bº LOTE 27,P3630,370 4680412,tildacampos75@gmail.com,,,1,,,,,,,,,,,,,,,1,,,,,,,,
Formosa,Estatal,Urbano,PATIÑO,34035,LAS LOMITAS,34035369,340025908,NEP Y FP Nº 8 - Bº MATADERO,  MATADERO LOTE 47,P3630,00 00,tildacampos75@gmail.com,,,1,,,,,,,,,,,,,,,,,1,,,,,,
Formosa,Estatal,Urbano,PATIÑO,34035,LAS LOMITAS,34035369,340025909,NEP Y FP Nº 8 - Bº SAN JOSE OBRERO,AV.ALMIRANTE BROWN S/N SAN JOSÉ OBRERO ,P3630,3715  432817,tildacampos75@gmail.com,,,1,,,,,,,,,,,,,,1,,,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,COLONIA ABORIGEN LA BOMBA,34035634,340025910,NEP Y FP Nº 8 - CENTRO COMUNITARIO LA BOMBA,  LA BOMBA LA BOMBA,P3630,370 4680412,tildacampos75@gmail.com,,,1,,,,,,,,,,,,,,,1,,,,,,,,
Formosa,Estatal,Urbano,PATIÑO,34035,LAS LOMITAS,34035369,340025911,NEP Y FP Nº 8 - Bº SAN LUIS,   LAS LOMITAS,P3630,370 4680412,tildacampos75@gmail.com,,,1,,,,,,,,,,,,,,,1,,1,,,,,,
Formosa,Privado,Urbano,PATIÑO,34035,LAS LOMITAS,34035369,340026000,ESCUELA PARROQUIAL NUESTRA SEÑORA DE LA PAZ,CORRIENTES 198  ,P3630,3704 787349,SUSYMALDONADO510@GMAIL.COM,1,,,,1,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,PATIÑO,34035,POZO DEL TIGRE,34035498,340026100,CESEP Nº 04,HNA.ANGELA RODRIGUEZ S/Nº HORNERO I07,P3628,03715 616337,rosarinoquintana@gmail.com,,,1,,,,,,,,,,,,,,,,1,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,COLONIA LAKA-WICHI,34035633,340026101,CESEP Nº 04 ANEXO, S/N  EPEP Nº 401,P3628,03715 616237,rosarinoquintana@gmail.com,,,1,,,,,,,,,,,,,,,,1,,,,,,,
Formosa,Estatal,Urbano,PATIÑO,34035,POZO DEL TIGRE,34035498,340026102,CESEP Nº 4 ANEXO 2 - EPEP Nº 9,HNA ANGELA RODRIGUEZ  HORNERO EPEP Nº 9,P3628,3704 572995,rosarinoquintana@gmail.com,,,1,,,,,,,,,,,,,,,,1,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,COLONIA SAN ISIDRO,34035086,340026200,EPEP Nº312 MTRO.EUSEBIO SANTILLAN,   COL.SAN ISIDRO-RNNº86,P3621, ,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,BERMEJO,34007,SUMAYEN,34007228,340026400,EPEP Nº 149 ALMIRANTE GUILLERMO BROWN,   CACIQUE SUMAYEN,P3634,0 0,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,RAMON LISTA,34063,LOTE 8,34063060,340026600,NEP Y FP Nº 20 - EPEP Nº 034,   EPEP Nº 034,P3636,00 00,,,,1,,,,,,,,,,,,,,,1,,,,,,,,
Formosa,Estatal,Rural,RAMON LISTA,34063,MARIA CRISTINA,34063061,340026601,NEP Y FP Nº20 - EPEP Nº355,   EPEP Nº261,P3636,0000 0000,,,,1,,,,,,,,,,,,,,,1,,1,,,,,,
Formosa,Estatal,Rural,RAMON LISTA,34063,MARIA CRISTINA,34063061,340026602,NEP Y FP Nº20 -EPEP Nº261,   MARIA CRISTINA - EPEP N°261,P3636,0 0,,,,1,,,,,,,,,,,,,,,1,,,,,,,,
Formosa,Estatal,Rural,RAMON LISTA,34063,LOTE 1,34063057,340026603,NEP Y FP Nº20 - EPEP Nº414,EPEP Nº414   LOTE 1 -,P3636,00 00,,,,1,,,,,,,,,,,,,,,1,,,,,,,,
Formosa,Estatal,Rural,RAMON LISTA,34063,EL PALMARCITO,34063029,340026604,NEP Y FP Nº20- EPEP Nº384,   EPEP Nº384,P3636,00 00,,,,1,,,,,,,,,,,,,,,1,,,,,,,,
Formosa,Estatal,Rural,RAMON LISTA,34063,TRES PALMAS,34063087,340026605,NEP Y FP Nº20 - EPEP Nº473,   EPEP Nº473,P3636,00 00,,,,1,,,,,,,,,,,,,,,1,,,,,,,,
Formosa,Estatal,Rural,RAMON LISTA,34063,SANTA TERESA,34063083,340026606,NEP Y FP Nº20 - EPEP Nº284,   EPEP N°284,P3636,1 1,,,,1,,,,,,,,,,,,,,,1,,,,,,,,
Formosa,Estatal,Rural,RAMON LISTA,34063,EL BREAL,34063092,340026607,NEP Y FP Nº 20 - TEMPLO EVANGÉLICO,   Templo Evangélico,,0000 000000,,,,1,,,,,,,,,,,,,,,1,,,,,,,,
Formosa,Estatal,Rural,RAMON LISTA,34063,LOTE 8,34063060,340026608,NEP Y FP Nº20 - EPEP Nº497,   EPEP Nº497,P3636,00 00,,,,1,,,,,,,,,,,,,,,1,,,,,,,,
Formosa,Estatal,Rural,RAMON LISTA,34063,POZO LA CHIVA,34063102,340026609,NEP Y FP Nº20 - EPEP Nº455,   EPEP Nº455,P3636,00 00,,,,1,,,,,,,,,,,,,,,1,,,,,,,,
Formosa,Estatal,Rural,RAMON LISTA,34063,EL BREAL,34063092,340026610,NEP Y FP Nº20 - EPEP Nº477,   EPEP Nº477,P3636,00 00,,,,1,,,,,,,,,,,,,,,1,,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,SOLDADO D. SALVATIERRA,34035570,340026700,EPEP Nº152,   SOLDADO D.SALVATIERRA,P3626,000 03717-15594092,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PIRANE,34056,MONTE LINDO,34056209,340026800,EPEP Nº 87 SOLDADO HERMINDO LUNA,   EX LA LOMA,P3606,34422,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PIRANE,34056,COLONIA LA UNION,34056061,340026801,EPEP Nº 87 ANEXO 1 - EX EPEP Nº 282,   COL. LA UNION,P3606,00 00,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,PIRANE,34056,PIRANE,34056231,340027000,EPEP Nº344,J.J.VALLE   NTRA SEÑORA DE CAACUPE Y J.J.VALLE,P3606,370 4460470,escuela344@live.com,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PIRANE,34056,LOMA ALBERDI,34056309,340027100,EPEP Nº270 HUGO WAST,   LOMA ALBERDI,P3606,3704 309085,escuela_270@hotmail.com,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PIRANE,34056,PARATODOS,34056228,340027300,EPEP Nº236,   COLONIA PARA TODO,P3606, ,escuela236_paratodo@hotmail.com,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PIRANE,34056,MERCEDES CUE,34056199,340027400,EPEP Nº511,   MERCEDES CUE,P3601,3704 687351,naty-romero30@hotmail.com,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PIRANE,34056,COLONIA ITATI,34056058,340027500,EPEP Nº321 PROV. DE RIO NEGRO,   COLONIA ITATI-LOTE Nº38,P3601,3704 271204,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PIRANE,34056,LAS CAÑITAS,34056184,340027600,EPEP Nº205 ROBERTO LUIS RIVAS,   LAS CAÑITAS,P3601,00 00,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PIRANE,34056,LA PICADITA,34056177,340027700,EPEP Nº157 GENERAL JOSE MARIA PAZ ,RP Nº21   LA PICADITA,P3601,00 00,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PIRANE,34056,CAMPO SAN RAFAEL,34056034,340027800,EPEP Nº 86 ENRIQUE FELDMANN,   CAMPO SAN RAFAEL,P3609,00 00,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PIRANE,34056,COLONIA SANTA CRUZ,34056070,340027900,EPEP Nº314 PROV. DE SANTA CRUZ,   COLONIA SANTA CRUZ,P3606,000 00000,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PATIÑO,34035,SAN MARTIN I,34035546,340028300,EPEP Nº128 Edgardo Julio Ballhorst,   SAN MARTIN 1,P3621,000 370154687038,elidezgonzales@hotmail.com,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,MATACOS,34028,INGENIERO GUILLERMO N. JUAREZ,34028033,340028400,EPEP Nº482 SAGRADO CORAZON DE JESUS,RNNº81  LA ESPERANZA B° LA ESPERANZA- RUT NAC.81,P3636,00 00,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,MATACOS,34028,INGENIERO GUILLERMO N. JUAREZ,34028033,340028500,EPEP Nº440,QUIROGA LEON S/N TOBA B° TOBA INGENIERO JUAREZ,P3636,00 03704343774,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,MATACOS,34028,INGENIERO GUILLERMO N. JUAREZ,34028033,340028600,EPEP Nº498,AV.FRANK MANGERNES  VIEJO B.VIEJO-INGENIERO JUAREZ,P3636,03711 -420057,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,MATACOS,34028,COMUNIDAD ABORIGEN WICHI FWINAFWAS,34028084,340028601,EPEP Nº 498 ANEXO 1,   PARAJE FWINAFWAS,P3636,00 00,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,MATACOS,34028,INGENIERO GUILLERMO N. JUAREZ,34028033,340028700,EPEP Nº484,LAVALLE S/N SAN MARTÍN Bº SAN MARTIN - LAVALLE S\N,P3636,03711 - 420162,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,MATACOS,34028,TENIENTE GENERAL ROSENDO M. FRAGA,34028075,340028701,EPEP Nº 484 ANEXO 1 - EX EPEP Nº 343,RNNº81   TTE ROSENDO FRAGA,P3636,03711 420162,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,RAMON LISTA,34063,EL ESTANQUE,34063095,340028800,EPEP Nº507,   EL ESTANQUE,P3636,00 000,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,RAMON LISTA,34063,POZO CERCADO,34063072,340028900,EPEP Nº412,   POZO CERCADO,P3636, ,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,RAMON LISTA,34063,LAS PALMITAS,34063114,340028901,EPEP Nº 412 ANEXO 1,   COMUNIDAD WICHI LAS PALMITAS,P3636,00 00,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,RAMON LISTA,34063,EL TABIQUE,34063036,340029000,EPEP Nº472,   EL TABIQUE,P3636,00 00,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,RAMON LISTA,34063,LA PAMPA,34063099,340029100,EPEP Nº474,   LA PAMPA,P3636,00 0000,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,RAMON LISTA,34063,EL ALGARROBO,34063014,340029200,EPEP Nº387,   POZO EL ALGARROBO,P3636, ,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,RAMON LISTA,34063,SAN MARTIN,34063081,340029300,EPEP Nº 386 EVA PERÓN,   SAN MARTIN,P3636,0 0,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,RAMON LISTA,34063,LAS CAÑITAS,34063101,340029301,EPEP Nº 386 ANEXO 1,   LAS CAÑITAS VIEJAS,P3636,0 0,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,RAMON LISTA,34063,MISION SAN ANDRES,34063065,340029400,EPEP Nº188 DR.COLLIN SMITH,   COMUNIDAD MISION SAN ANDRES,P3636,00 00,EPEP188DRCOLLINSMIT@HOTMAIL.COM,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,FORMOSA,34014,AMARILLA,34014006,340029402,EPEP Nº 188 ANEXO 2 - Bº AMARILLA,  AMARILLA BARRIO AMARILLA,P3636,00 00,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,RAMON LISTA,34063,COMUNIDAD WICHI BARRIO EL COLORADO,34063117,340029403,EPEP Nº 188 ANEXO 3,   COMUNIDAD WICHI B°EL COLORADO,P3636,00 00,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,RAMON LISTA,34063,LA MOCHA,34063051,340029600,EPEP Nº475,   LA MOCHA,P3636,00 0000,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,BERMEJO,34007,EL QUEMADO,34007079,340029800,EPEP Nº 393 LUIS MARIA MARTINEZ,RUTA N°37   PJE EL QUEMADO NUEVO,P3634,00 0000,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,BERMEJO,34007,EL CHURCALITO,34007241,340029801,EPEP Nº 393 ANEXO 1,   EL CHURCALITO,P3634,000 0000,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,BERMEJO,34007,LOS CHIRIGUANOS,34007162,340029900,EPEP Nº 99 23 DE MAYO,9 DE JULIO S/N  SAN MIGUEL CALLE 9 DE JULIO S\N,P3632,0000 00000,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,BERMEJO,34007,POZO DEL MORTERO,34007205,340030000,EPEP Nº 447 WICHI CHEFWENYAJ WET,  TICH'A COMUNIDAD ABORIGEN WICHI - Bº TICH'A,P3632,0000 3715-400343,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,BERMEJO,34007,MATIAS GULACSI,34007170,340030100,EPEP Nº 187,MATIAS GULACSY   MATIAS GULACSY,P3634, ,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,FORMOSA,34014,FORMOSA,34014051,340030400,EJI Nº 15 MERCEDITAS,DEAN FUNES 355 SAN MARTÍN ,P3600,0370 4429117,jardin15merceditas@yahoo.com.ar,1,,,,1,,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,FORMOSA,34014,FORMOSA,34014051,340030500,EPEP Nº 1 GRAL.JOSE DE SAN MARTIN,MAIPU 449 SAN MARTÍN ,P3600,3704 370-4433734,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,LAISHI,34021,COLONIA SAN ANTONIO,34021026,340030700,EPEP Nº439 SBOFICIAL PASCUAL BENEDICTO RAMIREZ,   COLONIA SAN ANTONIO,P3605,00 00,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,LAISHI,34021,COLONIA EL NARANJITO,34021021,340030800,EPEP Nº456 DON RAIMUNDO GLACHAGAI,EX-RP Nº1   RUTA  PROV. Nº 1 EL NARANJITO,P3605,3232 3704,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Privado,Urbano,LAISHI,34021,SAN FRANCISCO DE LAISHI,34021097,340030900,INSTITUTO SANTA CLARA,SARMIENTO 280 CENTRO SARMIENTO 280,P3605,3704 496029,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,
Formosa,Privado,Urbano,LAISHI,34021,SAN FRANCISCO DE LAISHI,34021097,340031000,INSTITUTO SAN FRANCISCO Ñ-2,ITURRALDE 358  ITURRALDE 358,P3601,3704 578673,isfalaishi@hotmail.com ,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Rural,PILCOMAYO,34049,GARCETE CUE,34049055,340031100,EPEP Nº169 FRAGATA 25 DE MAYO,   ,P3610,3718 426100,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,PILCOMAYO,34049,CLORINDA,34049013,340031200,EPEP Nº492 MAESTRA SARA M.DEMESTRI,AV.ITALIA  AGUA POTABLE ITALIA E HIPOLITO IRIGOYEN -BºAGUA POTABLE,P3610, 3718-422074,,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,PILCOMAYO,34049,CLORINDA,34049013,340031300,CESEP Nº 123 - DR.RENE G.FAVALORO,ITALIA S/Nº AGUA POTABLE ,P3610,03718 421444,mcye.cesep123@formosa.gob.ar,,,1,,,,,,,,,,,,,,,,1,,,,,,,
Formosa,Estatal,Urbano,PILCOMAYO,34049,CLORINDA,34049013,340031301,CESEP Nº 123AO1-,MARANA S/N 25 DE MAYO ,P3610,03718 421444,mcye.cesep123@formosa.gob.ar,,,1,,,,,,,,,,,,,,,,1,,,,,,,
Formosa,Estatal,Urbano,PILCOMAYO,34049,CLORINDA,34049013,340031302,CESEP Nº 123 Anexo02,VENEZUELA S/N 29 DE SETIEMBRE B°29 DE SETIEMBRE,P3610,3704 (03718)421444,marmerben@hotmail.com,,,1,,,,,,,,,,,,,,,,1,,,,,,,
Formosa,Estatal,Urbano,PILCOMAYO,34049,CLORINDA,34049013,340031400,ISFDCyT DON CRISTOBAL DE AGUIRRE,RUTA 11 Y CATAMARCA  PROFESIONALES ,P3610,03718 424863,vicartu@yahoo.com.ar,1,,,,,,,,1,,,,,,,,,,,,,1,,,,
Formosa,Estatal,Urbano,PILCOMAYO,34049,CLORINDA,34049013,340031500,EPEP Nº 21 REPUBLICA DEL PARAGUAY,PARAGUAY 1200 CENTRO ,P3610,03718 421-926,escuela21clorinda@hotmail.com,1,,,,,1,,,,,,,,,,,,,,,,,,,,
Formosa,Estatal,Urbano,PILCOMAYO,34049,CLORINDA,34049013,340031600,EJI Nº 10 MI MUNDO FELIZ,JOSE FERNANDEZ CANCIO 1226 CENTRO CLORINDA,3610,3718 422580,nancyjara90@hotmail.com,1,,,,1,,,,,,,,,,,,,,,,,,,,,
